sFileNumber,vOffice,vCoverageType,vState,vProduct,vTransaction,nLoanAmount,nLienAmounts,nEquity,nLiens,nActions,nAuditEntries,nTotalExceptions,nTotalNotes,oCancelled,oNumDays
17-504812,2,3863,CA,Title Only,Refinance,"175,010.00","191,200.00","-16,190.00",1.00,24.00,429.00,18.00,5.00,1.00,45.00
17-504813,2,3860,SC,Title Only,Refinance,"155,615.00","177,422.00","-21,807.00",1.00,84.00,"1,307.00",22.00,46.00,0.00,129.00
17-504815,2,3863,CA,Title Only,Refinance,"502,038.00","409,321.00","92,717.00",1.00,50.00,814.00,18.00,20.00,0.00,114.00
17-504816,2,3860,MO,Title Only & Sub Escrow,Refinance,"109,800.00","140,600.00","-30,800.00",2.00,61.00,"1,339.00",24.00,45.00,0.00,34.00
17-504817,2,3863,CA,LCP - Title Only,Refinance,"50,000.00","417,000.00","-367,000.00",1.00,36.00,715.00,4.00,19.00,0.00,29.00
17-504818,2,3863,CA,Title & Full Escrow,Refinance,"21,583.00","227,200.00","-205,617.00",1.00,56.00,605.00,18.00,14.00,1.00,45.00
2301-202474,1,3863,CA,Title and Escrow,Reverse Mortgage,"374,916.33","544,185.00","-169,268.67",1.00,77.00,"1,525.00",17.00,43.00,0.00,59.00
17-504820,2,3863,CA,Title & Sub-Escrow,Refinance,"375,000.00","325,000.00","50,000.00",1.00,40.00,645.00,18.00,7.00,1.00,45.00
17-504821,2,3863,CA,Title Only,Refinance,"42,000.00",0.00,"42,000.00",0.00,53.00,849.00,18.00,21.00,0.00,31.00
2301-202475,1,3863,CA,Title and Escrow,Reverse Mortgage,"625,500.00","1,020,000.00","-394,500.00",2.00,45.00,585.00,20.00,12.00,1.00,45.00
17-504823,2,3863,CA,Title & Full Escrow,Refinance,"68,000.00","152,500.00","-84,500.00",1.00,55.00,"1,004.00",18.00,16.00,0.00,17.00
2301-202476,1,3863,CA,Title and Escrow,Reverse Mortgage,"500,000.00","106,000.00","394,000.00",1.00,61.00,"1,027.00",16.00,26.00,0.00,49.00
17-504824,2,3863,CA,LCP - Title Only,Refinance,"20,000.00","329,841.00","-309,841.00",1.00,32.00,566.00,4.00,15.00,0.00,23.00
2301-202477,1,3863,CA,Title and Escrow,Reverse Mortgage,"280,000.00","95,519.36","184,480.64",1.00,65.00,"1,204.00",16.00,49.00,0.00,31.00
17-504825,2,3860,AL,Title Only,Refinance,"48,000.00","45,000.00","3,000.00",1.00,75.00,990.00,22.00,35.00,0.00,44.00
17-504826,2,3860,AL,Title Only,Refinance,"125,768.00","135,867.00","-10,099.00",1.00,41.00,885.00,21.00,23.00,0.00,14.00
2301-202479,1,3860,NC,Title and Escrow,Reverse Mortgage,"270,000.00","122,050.00","147,950.00",1.00,48.00,499.00,20.00,9.00,1.00,45.00
17-504827,2,3863,CA,LCP - Title Only,Refinance,"75,000.00","650,000.00","-575,000.00",1.00,36.00,651.00,5.00,15.00,0.00,28.00
17-504828,2,3863,CA,LCP - Title Only,Refinance,"80,000.00","160,000.00","-80,000.00",2.00,35.00,614.00,7.00,16.00,0.00,24.00
2301-202481,1,3863,FL,Title Only,Reverse Mortgage,"120,000.00","40,000.00","80,000.00",1.00,30.00,411.00,28.00,4.00,1.00,45.00
17-504829,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,"125,000.00",0.00,"125,000.00",0.00,16.00,251.00,0.00,2.00,1.00,45.00
2301-202484,1,3863,CA,Title and Escrow,Reverse Mortgage,"362,164.50",0.00,"362,164.50",0.00,67.00,"1,285.00",18.00,42.00,0.00,34.00
17-504833,2,3863,CA,Title & Full Escrow,Refinance,"185,800.00","245,248.96","-59,448.96",2.00,60.00,885.00,19.00,18.00,0.00,31.00
17-504834,2,3863,CA,LCP - Title Only,Refinance,"50,000.00","45,000.00","5,000.00",1.00,36.00,715.00,4.00,12.00,0.00,37.00
17-504835,2,3863,CA,Title & Full Escrow,Refinance,"227,500.00","156,000.00","71,500.00",1.00,73.00,"1,015.00",17.00,20.00,0.00,29.00
2301-202485,1,3860,CO,Title and Escrow,Reverse Mortgage,"156,890.00","74,694.00","82,196.00",1.00,62.00,"1,106.00",19.00,25.00,0.00,22.00
2301-202486,1,3863,CA,Title and Escrow,Reverse Mortgage,"226,860.00","138,250.00","88,610.00",1.00,71.00,"1,102.00",16.00,40.00,0.00,30.00
17-504843,2,3860,CO,Title & Full Escrow,Refinance,"122,000.00","111,197.00","10,803.00",1.00,71.00,"1,063.00",21.00,22.00,0.00,31.00
17-504845,2,3863,CA,Title & Full Escrow,Refinance,"25,000.00","195,200.00","-170,200.00",1.00,41.00,372.00,17.00,6.00,1.00,45.00
17-504846,2,3863,CA,Title Only,Refinance,"150,000.00","823,000.00","-673,000.00",3.00,41.00,866.00,23.00,24.00,0.00,31.00
2301-202487,1,3863,CA,Title and Escrow,Reverse Mortgage,"306,978.72","544,185.00","-237,206.28",1.00,63.00,"1,214.00",18.00,36.00,0.00,29.00
17-504847,2,3863,CA,LCP - Title Only,Refinance,"75,000.00","228,000.00","-153,000.00",2.00,24.00,336.00,5.00,4.00,1.00,45.00
17-504848,2,3860,CA,TSG - Trustee Sale Guarantee,TSG,"265,000.00",0.00,"265,000.00",0.00,78.00,"1,034.00",0.00,10.00,1.00,45.00
17-504849,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"179,550.00","421,000.00","-241,450.00",3.00,33.00,602.00,8.00,13.00,0.00,49.00
17-504850,2,3863,CA,LCP - Title Only,Refinance,"12,000.00","228,500.00","-216,500.00",1.00,35.00,608.00,4.00,12.00,0.00,51.00
17-504851,2,3863,CA,Title & Sub-Escrow,Refinance,"250,250.00","276,000.00","-25,750.00",1.00,72.00,941.00,18.00,26.00,0.00,54.00
17-504852,2,3863,CA,Title & Sub-Escrow,Refinance,"200,400.00","195,000.00","5,400.00",1.00,57.00,937.00,18.00,26.00,0.00,44.00
17-504853,2,3863,CA,Title Only,Refinance,"317,131.00","279,993.00","37,138.00",1.00,52.00,875.00,18.00,25.00,0.00,42.00
17-504854,2,3863,CA,Title Only,Refinance,"205,000.00","153,000.00","52,000.00",1.00,44.00,882.00,19.00,24.00,0.00,50.00
17-504855,2,3863,CA,Title Only,Refinance,"290,273.00","454,050.00","-163,777.00",3.00,25.00,499.00,24.00,7.00,1.00,45.00
2301-202489,1,3863,CA,Title and Escrow,Reverse Mortgage,"330,000.00","693,000.00","-363,000.00",1.00,73.00,"1,413.00",20.00,54.00,0.00,35.00
2301-202490,1,3860,PA,Title and Escrow,Reverse Mortgage,"121,125.00",0.00,"121,125.00",0.00,78.00,"1,423.00",20.00,42.00,0.00,48.00
17-504862,2,3863,CA,TSG - Trustee Sale Guarantee,TSG,"530,917.61","522,000.00","8,917.61",1.00,14.00,410.00,7.00,7.00,0.00,33.00
17-504863,2,3860,CA,TSG - Trustee Sale Guarantee,TSG,"280,898.35","304,000.00","-23,101.65",2.00,22.00,494.00,12.00,10.00,0.00,33.00
17-504864,2,3863,FL,Reverse Mortgage - Title & Full Escrow,Refinance,"106,403.00",0.00,"106,403.00",0.00,94.00,"1,890.00",30.00,26.00,0.00,125.00
17-504866,2,3860,CO,Title Only,Refinance,"177,682.00","175,001.00","2,681.00",1.00,29.00,575.00,22.00,11.00,1.00,45.00
17-504867,2,3863,FL,Title Only,Refinance,"118,442.00","189,325.87","-70,883.87",2.00,69.00,907.00,31.00,33.00,0.00,91.00
17-504868,2,3860,OH,Title Only,Refinance,"96,476.00","151,098.97","-54,622.97",1.00,54.00,992.00,23.00,30.00,0.00,50.00
17-504869,2,3860,MI,Title & Sub-Escrow,Refinance,"218,000.00","230,000.00","-12,000.00",1.00,37.00,439.00,21.00,9.00,1.00,45.00
17-504871,2,3863,NV,Title Only,Refinance,"150,215.00","157,710.20","-7,495.20",8.00,29.00,573.00,27.00,12.00,1.00,45.00
17-504872,2,3860,KY,Title Only,Refinance,"172,415.00","174,497.00","-2,082.00",2.00,78.00,"1,130.00",23.00,40.00,0.00,105.00
17-504873,2,3860,NC,Title & Sub-Escrow,Refinance,"72,242.00","72,605.00",-363.00,1.00,67.00,"1,032.00",23.00,33.00,0.00,33.00
17-504875,2,3863,FL,Title Only,Refinance,"90,732.00","103,819.49","-13,087.49",1.00,48.00,761.00,30.00,23.00,0.00,83.00
17-504876,2,3863,CA,LCP - Title Only,Refinance,"25,000.00","233,000.00","-208,000.00",1.00,35.00,592.00,4.00,13.00,0.00,23.00
17-504877,2,3863,CA,LCP - Title Only,Refinance,"55,000.00","188,000.00","-133,000.00",1.00,35.00,596.00,4.00,9.00,0.00,33.00
17-504878,2,3863,CA,Title & Full Escrow,Refinance,"136,000.00","149,600.00","-13,600.00",1.00,57.00,983.00,18.00,18.00,0.00,22.00
2301-202491,1,3863,FL,Title and Escrow,Reverse Mortgage,"186,875.00","120,000.00","66,875.00",1.00,63.00,788.00,26.00,23.00,1.00,45.00
17-504879,2,3860,KY,Title & Sub-Escrow,Refinance,"109,279.00","105,000.00","4,279.00",1.00,70.00,"1,368.00",21.00,41.00,0.00,42.00
17-504880,2,3863,CA,Title & Full Escrow,Refinance,"195,000.00","229,500.00","-34,500.00",2.00,44.00,476.00,20.00,9.00,1.00,45.00
17-504881,2,3860,UT,Title & Sub-Escrow,Refinance,"103,000.00","221,879.00","-118,879.00",3.00,31.00,452.00,25.00,5.00,1.00,45.00
17-504882,2,3863,NV,Title & Sub-Escrow,Refinance,"260,000.00","363,000.00","-103,000.00",2.00,29.00,390.00,20.00,5.00,1.00,45.00
17-504883,2,3860,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"190,545.00","564,000.00","-373,455.00",2.00,22.00,307.00,10.00,4.00,0.00,128.00
2301-202494,1,3860,UT,Title and Escrow,Reverse Mortgage,"188,000.00",0.00,"188,000.00",0.00,45.00,646.00,19.00,10.00,1.00,45.00
2301-202495,1,3863,TX,Title and Escrow,Reverse Mortgage,"91,048.00",0.00,"91,048.00",0.00,75.00,"1,415.00",3.00,32.00,0.00,110.00
17-504884,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"120,000.00","396,500.00","-276,500.00",1.00,38.00,536.00,4.00,12.00,0.00,40.00
2301-202496,1,29189,DE,Title and Escrow,Reverse Mortgage,"150,000.00",0.00,"150,000.00",0.00,48.00,471.00,2.00,13.00,1.00,45.00
17-504885,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),1.00,0.00,1.00,0.00,21.00,373.00,6.00,7.00,0.00,128.00
17-504886,2,3863,CA,Title Only,Refinance,"1,100,000.00",0.00,"1,100,000.00",0.00,21.00,226.00,0.00,4.00,1.00,45.00
2301-202497,1,29189,WV,Title and Escrow,Reverse Mortgage,"625,500.00",0.00,"625,500.00",0.00,49.00,503.00,1.00,18.00,1.00,45.00
17-504887,2,3863,FL,Property Report / O&E - Title Only,Uninsured (Info Products),"180,000.00","533,600.00","-353,600.00",2.00,26.00,403.00,6.00,7.00,0.00,110.00
17-504888,2,3863,CA,LCP & Sub-Escrow,Refinance,"80,000.00","560,800.00","-480,800.00",1.00,26.00,413.00,4.00,6.00,0.00,14.00
17-504889,2,3863,CA,Title & Full Escrow,Refinance,"25,000.00","250,000.00","-225,000.00",1.00,49.00,409.00,19.00,7.00,1.00,45.00
2301-202499,1,3860,IL,Title and Escrow,Reverse Mortgage,"205,100.00","150,000.00","55,100.00",2.00,66.00,"1,207.00",24.00,33.00,0.00,30.00
17-504890,2,3863,CA,LCP - Title Only,Refinance,"25,000.00","242,500.00","-217,500.00",1.00,34.00,617.00,4.00,12.00,0.00,22.00
2301-202500,1,3860,VA,Title and Escrow,Reverse Mortgage,"82,650.00","100,000.00","-17,350.00",1.00,74.00,"1,125.00",21.00,30.00,0.00,27.00
2301-202501,1,3863,CA,Title and Escrow,Reverse Mortgage,"214,000.00",0.00,"214,000.00",0.00,85.00,"1,315.00",15.00,45.00,0.00,41.00
17-504891,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),"25,300.00","197,000.00","-171,700.00",1.00,39.00,527.00,4.00,10.00,0.00,37.00
17-504893,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"55,000.00","476,000.00","-421,000.00",1.00,35.00,541.00,8.00,10.00,0.00,70.00
2301-202503,1,3863,NV,Title and Escrow,Reverse Mortgage,"158,340.00",0.00,"158,340.00",0.00,76.00,"1,189.00",18.00,26.00,0.00,23.00
17-504894,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"30,000.00","223,920.00","-193,920.00",1.00,40.00,567.00,3.00,10.00,0.00,41.00
17-504895,2,3863,CA,Title & Full Escrow,Refinance,"23,700.00","280,300.00","-256,600.00",2.00,86.00,"1,272.00",23.00,32.00,1.00,45.00
17-504896,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"250,000.00","517,000.00","-267,000.00",2.00,38.00,589.00,9.00,13.00,0.00,20.00
17-504897,2,3863,CA,LCP - Title Only,Refinance,"40,000.00","315,000.00","-275,000.00",1.00,34.00,621.00,4.00,9.00,0.00,29.00
17-504898,2,3863,CA,Title & Sub-Escrow,Refinance,"163,000.00","180,000.00","-17,000.00",1.00,43.00,683.00,17.00,9.00,0.00,40.00
17-504899,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"30,000.00","191,250.00","-161,250.00",1.00,42.00,561.00,4.00,10.00,0.00,43.00
17-504900,2,3863,CA,Legal & Vesting - Title Only,Uninsured (Info Products),"33,262.35",0.00,"33,262.35",0.00,31.00,420.00,0.00,6.00,0.00,30.00
17-504901,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"50,000.00","339,291.00","-289,291.00",1.00,41.00,540.00,4.00,10.00,0.00,40.00
17-504902,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),"50,000.00","164,350.00","-114,350.00",2.00,25.00,306.00,6.00,5.00,0.00,110.00
2301-202505,1,3860,ME,Title and Escrow,Reverse Mortgage,"220,000.00","433,000.00","-213,000.00",4.00,59.00,766.00,29.00,16.00,1.00,45.00
17-504903,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"100,000.00","318,825.00","-218,825.00",1.00,24.00,280.00,3.00,4.00,0.00,110.00
17-504904,2,3860,WA,Property Report / O&E & Full Escrow,Uninsured (Info Products),"477,500.00","567,000.00","-89,500.00",2.00,66.00,720.00,5.00,19.00,0.00,34.00
17-504905,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),"50,000.00","406,200.00","-356,200.00",1.00,39.00,611.00,5.00,10.00,0.00,40.00
17-504906,2,3860,ID,Property Report / O&E - Title Only,Uninsured (Info Products),"120,000.00","155,000.00","-35,000.00",1.00,25.00,310.00,4.00,5.00,0.00,110.00
2301-202506,1,3863,CA,Title and Escrow,Reverse Mortgage,"329,013.00","726,000.00","-396,987.00",1.00,56.00,965.00,16.00,27.00,0.00,51.00
17-504907,2,3863,CA,LCP - Title Only,Refinance,"110,000.00","253,000.00","-143,000.00",1.00,31.00,524.00,4.00,10.00,0.00,16.00
2301-202507,1,3860,CO,Title and Escrow,Reverse Mortgage,"225,207.00",0.00,"225,207.00",0.00,85.00,"1,388.00",20.00,48.00,0.00,41.00
2301-202508,1,3863,CA,Title and Escrow,Reverse Mortgage,"170,188.00","33,694.00","136,494.00",1.00,68.00,"1,494.00",16.00,73.00,0.00,131.00
17-504908,2,3863,CA,LCP - Title Only,Refinance,"63,000.00",0.00,"63,000.00",0.00,35.00,609.00,5.00,9.00,0.00,36.00
17-504909,2,3863,CA,Title & Full Escrow,Refinance,"66,000.00","70,000.00","-4,000.00",1.00,56.00,888.00,17.00,14.00,0.00,44.00
17-504910,2,3863,CA,Title Only,Refinance,"188,000.00","272,055.67","-84,055.67",3.00,23.00,483.00,25.00,5.00,1.00,45.00
17-504911,2,3863,CA,Title Only,Refinance,"210,463.00","212,087.00","-1,624.00",1.00,37.00,666.00,18.00,18.00,0.00,30.00
17-504912,2,3863,CA,LCP - Title Only,Refinance,"50,000.00",0.00,"50,000.00",0.00,36.00,582.00,4.00,11.00,0.00,16.00
17-504913,2,3863,CA,Title & Full Escrow,Refinance,"22,557.00","236,100.00","-213,543.00",1.00,40.00,406.00,17.00,5.00,1.00,45.00
17-504914,2,3863,CA,Title & Full Escrow,Refinance,"25,000.00","110,000.00","-85,000.00",1.00,45.00,422.00,20.00,5.00,1.00,45.00
17-504915,2,3863,CA,LCP & Sub-Escrow,Refinance,"25,000.00","362,700.00","-337,700.00",2.00,64.00,878.00,6.00,21.00,0.00,50.00
2301-202509,1,3863,CA,Title and Escrow,Reverse Mortgage,"625,500.00","922,000.00","-296,500.00",3.00,46.00,491.00,22.00,6.00,1.00,45.00
2301-202511,1,3863,CA,Title and Escrow,Reverse Mortgage,"412,830.00","103,600.00","309,230.00",1.00,118.00,"1,804.00",18.00,74.00,0.00,37.00
17-504916,2,3863,CA,LCP - Title Only,Refinance,"30,000.00","131,577.00","-101,577.00",1.00,34.00,597.00,4.00,10.00,0.00,21.00
2301-202512,1,3860,IL,Title and Escrow,Reverse Mortgage,"163,060.00","100,977.30","62,082.70",4.00,81.00,"1,492.00",24.00,50.00,0.00,77.00
17-504917,2,3863,CA,LCP - Title Only,Refinance,"50,000.00","380,000.00","-330,000.00",1.00,34.00,737.00,6.00,19.00,0.00,44.00
2301-202513,1,3860,VA,Title and Escrow,Reverse Mortgage,"146,487.00","75,000.00","71,487.00",1.00,78.00,"1,353.00",20.00,50.00,0.00,49.00
17-504918,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"100,000.00","457,000.00","-357,000.00",2.00,31.00,506.00,8.00,13.00,0.00,41.00
17-504919,2,3863,CA,Title Only,Refinance,"100,000.00",0.00,"100,000.00",0.00,36.00,671.00,19.00,15.00,0.00,22.00
17-504920,2,3863,FL,Title Only,Refinance,"90,508.00","138,567.27","-48,059.27",1.00,65.00,958.00,30.00,25.00,0.00,51.00
17-504922,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"25,000.00","124,267.00","-99,267.00",1.00,30.00,436.00,6.00,7.00,0.00,16.00
17-504923,2,3863,CA,Title & Sub-Escrow,Refinance,"93,000.00","68,000.00","25,000.00",1.00,52.00,959.00,17.00,14.00,0.00,44.00
17-504925,2,3863,CA,Title & Sub-Escrow,Refinance,"498,750.00","535,200.00","-36,450.00",1.00,53.00,854.00,18.00,19.00,0.00,33.00
17-504926,2,3863,CA,LCP - Title Only,Refinance,"15,000.00","68,000.00","-53,000.00",1.00,33.00,714.00,4.00,16.00,0.00,30.00
17-504927,2,3860,PA,Title Only,Refinance,"78,441.00","78,856.00",-415.00,1.00,65.00,"1,019.00",25.00,39.00,0.00,71.00
17-504928,2,3863,FL,Title Only,Refinance,"56,692.00","86,132.37","-29,440.37",1.00,58.00,772.00,31.00,24.00,0.00,99.00
2301-202517,1,3860,MD,Title and Escrow,Reverse Mortgage,"171,300.00","20,000.00","151,300.00",1.00,79.00,"1,294.00",19.00,44.00,0.00,30.00
17-504929,2,3863,CA,LCP & Sub-Escrow,Refinance,"60,000.00","542,600.00","-482,600.00",3.00,48.00,761.00,8.00,14.00,0.00,37.00
17-504930,2,3863,CA,LCP - Title Only,Refinance,"20,000.00","210,543.00","-190,543.00",1.00,40.00,629.00,4.00,13.00,0.00,22.00
2301-202518,1,3863,FL,Title and Escrow,Reverse Mortgage,"76,125.00","20,000.00","56,125.00",1.00,71.00,"1,196.00",26.00,30.00,0.00,14.00
17-504931,2,3863,CA,Title Only,Refinance,"50,000.00","60,000.00","-10,000.00",1.00,37.00,607.00,20.00,13.00,0.00,14.00
17-504932,2,3863,CA,Title & Sub-Escrow,Refinance,"90,000.00","90,500.00",-500.00,1.00,79.00,"1,507.00",17.00,33.00,0.00,77.00
17-504933,2,3863,CA,LCP - Title Only,Refinance,"75,000.00","127,500.00","-52,500.00",2.00,24.00,337.00,5.00,4.00,1.00,45.00
17-504934,2,3863,CA,LCP & Sub-Escrow,Refinance,"40,000.00",0.00,"40,000.00",0.00,50.00,775.00,4.00,14.00,0.00,29.00
2301-202522,1,3860,LA,Title and Escrow,Reverse Mortgage,"51,936.00","80,000.00","-28,064.00",2.00,76.00,"1,977.00",22.00,71.00,0.00,19.00
17-504938,2,3860,WI,Title & Full Escrow,Refinance,"114,500.00","266,201.00","-151,701.00",2.00,73.00,"1,048.00",32.00,26.00,0.00,62.00
17-504939,2,3863,CA,Title & Full Escrow,Refinance,"124,000.00","60,000.00","64,000.00",1.00,63.00,919.00,21.00,20.00,0.00,56.00
17-504940,2,3863,CA,LCP - Title Only,Refinance,100.00,240.61,-140.61,2.00,27.00,489.00,7.00,4.00,0.00,153.00
17-504941,2,3863,CA,Title & Full Escrow,Refinance,"333,150.00","300,922.00","32,228.00",1.00,57.00,781.00,17.00,14.00,0.00,21.00
2301-202523,1,3860,VA,Title and Escrow,Reverse Mortgage,"36,400.00",0.00,"36,400.00",0.00,66.00,"1,154.00",20.00,36.00,0.00,21.00
17-504942,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"300,000.00","300,000.00",0.00,1.00,20.00,287.00,9.00,3.00,0.00,128.00
17-504944,2,3863,CA,Title Only,Refinance,"500,000.00",0.00,"500,000.00",0.00,48.00,871.00,19.00,31.00,1.00,45.00
17-504945,2,3860,NJ,Title & Full Escrow,Refinance,"160,000.00","203,000.00","-43,000.00",2.00,96.00,"1,449.00",14.00,30.00,0.00,51.00
17-504946,2,3863,CA,LCP - Title Only,Refinance,100.00,"4,276.18","-4,176.18",3.00,23.00,312.00,8.00,2.00,0.00,153.00
2301-202525,1,3863,FL,Title Only,Reverse Mortgage,"500,000.00",0.00,"500,000.00",0.00,47.00,740.00,27.00,19.00,1.00,45.00
2301-202527,1,3860,PA,Title and Escrow,Reverse Mortgage,"61,446.54","62,300.00",-853.46,1.00,70.00,"1,305.00",23.00,37.00,0.00,33.00
17-504947,2,3863,CA,Title Only,Refinance,"100,000.00",0.00,"100,000.00",0.00,20.00,239.00,1.00,3.00,1.00,45.00
17-504948,2,3863,CA,LCP - Title Only,Refinance,"54,500.00","293,000.00","-238,500.00",2.00,25.00,381.00,6.00,14.00,1.00,45.00
17-504949,2,3863,CA,LCP & Sub-Escrow,Refinance,"45,800.00","238,500.00","-192,700.00",2.00,49.00,790.00,8.00,26.00,0.00,37.00
17-504950,2,3863,CA,LCP - Title Only,Refinance,"75,000.00","230,743.00","-155,743.00",1.00,25.00,334.00,4.00,4.00,1.00,45.00
17-504951,2,3863,CA,LCP - Title Only,Refinance,"40,000.00","318,000.00","-278,000.00",1.00,34.00,712.00,4.00,21.00,0.00,34.00
2301-202529,1,3863,CA,Title and Escrow,Reverse Mortgage,"64,050.00",274.30,"63,775.70",1.00,65.00,"1,157.00",17.00,34.00,0.00,13.00
17-504952,2,3863,CA,LCP & Sub-Escrow,Refinance,"48,000.00","125,000.00","-77,000.00",1.00,53.00,841.00,6.00,19.00,0.00,15.00
2301-202530,1,3860,CO,Title and Escrow,Reverse Mortgage,"184,500.00","111,376.00","73,124.00",1.00,68.00,"1,188.00",21.00,43.00,0.00,29.00
17-504954,2,3863,CA,Property Report / O&E - Title Only,Uninsured (Info Products),"700,000.00",0.00,"700,000.00",0.00,19.00,208.00,0.00,3.00,1.00,45.00
17-504955,2,3860,AL,Title Only,Refinance,"95,800.00",0.00,"95,800.00",0.00,60.00,"1,056.00",20.00,31.00,0.00,32.00
17-504956,2,3863,FL,Title Only,Refinance,"115,163.00","128,257.49","-13,094.49",1.00,63.00,936.00,30.00,28.00,0.00,50.00
17-504960,2,3860,CO,Property Report / O&E - Title Only,Uninsured (Info Products),"15,000.00","176,800.00","-161,800.00",1.00,25.00,295.00,4.00,4.00,0.00,109.00
17-504961,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"50,000.00","182,000.00","-132,000.00",2.00,41.00,579.00,4.00,12.00,0.00,36.00
17-504962,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"100,000.00","160,000.00","-60,000.00",2.00,38.00,581.00,5.00,13.00,0.00,36.00
17-504963,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"90,000.00","348,750.00","-258,750.00",1.00,41.00,587.00,3.00,10.00,0.00,40.00
17-504964,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"176,000.00","439,000.00","-263,000.00",2.00,25.00,295.00,5.00,4.00,0.00,109.00
17-504966,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"18,000.00","94,276.91","-76,276.91",1.00,25.00,296.00,3.00,4.00,0.00,109.00
17-504967,2,3860,WI,Title Only,Refinance,"154,761.00","195,895.80","-41,134.80",1.00,92.00,"1,318.00",29.00,63.00,0.00,98.00
17-504968,2,3860,OR,Property Report / O&E - Title Only,Uninsured (Info Products),"25,000.00","227,375.00","-202,375.00",2.00,25.00,311.00,4.00,4.00,0.00,109.00
17-504970,2,3860,WA,Property Report / O&E - Title Only,Uninsured (Info Products),"45,000.00","185,423.00","-140,423.00",1.00,25.00,297.00,4.00,4.00,0.00,109.00
